2024-08-27 14:22:32,654 DEBUG: Setting up MQTT
2024-08-27 14:22:32,654 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,269 INFO: MQTT connected
2024-08-27 14:26:25,269 INFO:   - Subscribing to topic '/odometry/move
2024-08-27 14:26:25,269 INFO:   - Subscribing to topic '/odometry/go-home
2024-08-27 14:26:25,368 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,468 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,569 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,669 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,770 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,871 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:25,971 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,072 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,172 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,273 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,373 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,474 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,574 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,675 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,775 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,876 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:26,976 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,077 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,177 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,278 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,380 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,481 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,581 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,682 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,783 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,884 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:27,984 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,085 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,185 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,286 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,386 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,487 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,587 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,687 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,787 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,888 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:28,988 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,089 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,189 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,289 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,390 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,490 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,590 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,691 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,791 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,891 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:29,992 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,092 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,193 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,294 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,394 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,495 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,596 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,696 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,797 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,898 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:30,998 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,099 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,200 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,300 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,401 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,502 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,602 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,703 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,803 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:31,904 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,005 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,105 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,206 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,307 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,408 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,508 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,609 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,710 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,811 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:32,911 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,012 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,113 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,214 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,314 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,415 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,515 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,616 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,717 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,818 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:33,919 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,019 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,120 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,221 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,322 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,423 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,524 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,625 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,726 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,827 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:34,927 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,027 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,128 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,229 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,329 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,430 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,531 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,631 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,732 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,833 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:35,933 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,033 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,134 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,235 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,336 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,437 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,537 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,638 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,739 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,840 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:36,941 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,041 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,141 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,242 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,343 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,443 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,544 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,644 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,745 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,846 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:37,947 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,047 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,147 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,248 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,349 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,450 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,551 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,651 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,752 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,853 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:38,953 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,054 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,154 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,255 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,356 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,457 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,557 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,658 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,758 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,859 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:39,960 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,060 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,161 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,262 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,363 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,464 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,565 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,666 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,767 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,868 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:40,969 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,069 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,171 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,271 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,372 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,473 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,573 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,674 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,775 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,875 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:41,976 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,077 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,177 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,278 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,379 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,479 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,580 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,681 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,781 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,882 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:42,982 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,082 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,183 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,283 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,384 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,484 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,585 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,686 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,787 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,888 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:43,989 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,089 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,189 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,290 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,391 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,492 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,593 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,694 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,795 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,895 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:44,995 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,096 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,196 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,297 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,397 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,498 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,598 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,699 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,800 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:45,901 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,001 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,102 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,203 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,304 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,405 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,506 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,607 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,708 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,809 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:46,910 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,010 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,111 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,212 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,313 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,413 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,514 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,614 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,715 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,815 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:47,916 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,016 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,117 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,217 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,318 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,419 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,520 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,620 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,721 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,821 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:48,921 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,022 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,122 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,223 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,323 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,424 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,524 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,625 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:26:49,725 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
